MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_661,2493.412742,1065.5697,2691.0,0.3904,0.5501,COOH-OEt,3,16,18,pcu,16.20447229,5.199217
mof_unit_pretest_662,1558.439638,1003.99924,1595.12,0.2937599999999999,0.2746,Cl-H,2,1,17,pcu,14.55877007,5.109966
mof_unit_pretest_663,2364.773485,947.97152,3035.19,0.33485,0.503,OPr,2,13,23,pcu,12.74351235,5.282796
mof_unit_pretest_664,3911.627771,2967.34392,1186.57,0.28491,0.2262,Br,2,41,41,fof,32.58414547,7.014797
mof_unit_pretest_665,1967.604177,1093.930889,1551.98,0.25266,0.2737,F-Et,2,13,16,pcu,18.44622894,5.59729
mof_unit_pretest_666,2340.746893,2136.536392,383.76,0.09375,0.0619,F-NO2,9,17,22,sra,64.49999197,7.164931
mof_unit_pretest_667,893.843259,661.2042799999999,0.0,0.09067,0.0738,HCO-NHMe,3,1,10,pcu,32.76805702,7.903562
mof_unit_pretest_668,2885.470201,1184.114,3013.97,0.3811,0.5593,Pr,2,14,29,pcu,13.28725302,5.102499
mof_unit_pretest_669,4414.965023,1690.7025199999998,3164.12,0.35215,0.5538,CN-OPr,2,18,28,pcu,9.485784337,5.280131
mof_unit_pretest_670,2377.378084,1091.56238,2616.11,0.34753,0.4558,H-COOH,3,18,22,pcu,10.22876624,5.1422870000000005
mof_unit_pretest_671,1741.7850260000002,1076.552699,1691.77,0.23359,0.2276,F-Cl,2,10,29,pcu,37.55141211,7.258909
mof_unit_pretest_672,1125.896836,741.19468,1135.15,0.18403,0.1683,OH-OMe,3,12,14,pcu,23.30733745,6.248277
mof_unit_pretest_673,2862.237977,1424.169859,2160.4,0.27102,0.328,F-OEt,2,4,29,pcu,17.40665315,6.204267
mof_unit_pretest_674,6298.967565999999,2490.5414,3532.8,0.39591,0.603,OH-NH2,4,7,27,acs,13.95422861,5.535952
mof_unit_pretest_675,1736.382268,998.02712,836.72,0.13957,0.1462,OPr-OH,2,22,26,pcu,22.87466189,6.323526
mof_unit_pretest_676,4379.910978,2553.159108,1750.98,0.29662,0.3064,NO2-F,4,17,25,acs,26.32574273,5.800035
mof_unit_pretest_677,1864.554271,1221.5302800000002,0.0,0.14044,0.1291,NO2,9,4,16,sra,99.1904738,7.551699
mof_unit_pretest_678,1117.47178,751.72858,742.26,0.1164299999999999,0.1042,HCO-Me,2,14,22,pcu,28.20019402,7.582714999999999
mof_unit_pretest_679,4323.193537,2264.73756,1617.28,0.26685,0.3068,COOH-Pr,1,9,22,pcu,16.67438561,5.548764
mof_unit_pretest_680,3968.711837,1614.28608,2545.15,0.3648099999999999,0.5401,NO2-OPr,3,17,27,pcu,12.12110092,5.750772
mof_unit_pretest_681,1577.987257,723.2752,3259.86,0.35303,0.4638,NH2,3,1,17,pcu,13.15887336,5.148807
mof_unit_pretest_682,1230.5016380000002,751.19104,1825.18,0.26589,0.2623,OH-OMe,3,14,19,pcu,13.05338386,5.714103
mof_unit_pretest_683,1143.5494720000002,809.7216,0.0,0.13602,0.1157,Me-HCO,2,1,14,pcu,63.36091081,7.929295
mof_unit_pretest_684,2471.728529,2497.59707,655.76,0.16743,0.0998,SO3H-I,2,14,28,pcu,36.72251246,6.950653999999999
mof_unit_pretest_685,1092.304608,713.46376,1055.78,0.18379,0.1695,COOH,2,10,26,pcu,25.74187366,6.63744
mof_unit_pretest_686,1374.728372,869.7289599999999,820.79,0.12788,0.1217,OEt-HCO,2,11,13,pcu,43.06778803,5.815734
mof_unit_pretest_687,4273.833857,3461.73824,0.0,0.0957799999999999,0.0712,OPr-Br,4,19,22,acs,45.49936088,7.382558
mof_unit_pretest_688,1859.180118,1110.15364,0.0,0.07676,0.0774,OPr-OEt,2,21,24,pcu,37.7223684,6.090927
mof_unit_pretest_689,2010.04722,1065.122923,2374.02,0.38368,0.436,F-I,3,14,27,pcu,12.55717508,5.325853
mof_unit_pretest_690,2807.291933,1300.49616,3257.72,0.33414,0.4344,OMe-OH,9,16,20,sra,37.52522727,6.2928370000000005
mof_unit_pretest_691,1118.063015,749.2629599999999,0.0,0.20254,0.182,SO3H,3,1,14,pcu,44.78882057,7.245421
mof_unit_pretest_692,2594.659392,1723.42652,1554.47,0.26924,0.2441,I,12,1,9,bcu,17.69613723,5.453101
mof_unit_pretest_693,2858.535199,1170.072926,2929.79,0.37191,0.5472,OEt-F,2,17,21,pcu,12.63095855,5.422056
mof_unit_pretest_694,1143.515178,1024.36274,0.0,0.10948,0.0736,Br-OH,2,4,9,pcu,33.25176913,7.409217
mof_unit_pretest_695,1100.848056,723.224,1000.04,0.15858,0.1454,HCO-OEt,3,4,12,pcu,35.75549331,7.313623
mof_unit_pretest_696,1571.154664,837.3679400000001,2072.55,0.27405,0.3097,OH-OPr,3,4,17,pcu,17.49089723,5.4006940000000005
mof_unit_pretest_697,2153.819992,2047.755776,0.0,0.07064,0.0447,H-SO3H,10,44,48,etb,67.71471175,6.247024
mof_unit_pretest_698,1490.438981,1017.94032,0.0,0.0679,0.0599,NHMe-OH,2,9,21,pcu,35.88646615,6.984379
mof_unit_pretest_699,5222.666123,2731.446586,2217.0,0.30934,0.3562,F-CN,12,1,4,bcu,17.35307224,5.100643
mof_unit_pretest_700,1674.216359,1186.35904,0.0,0.14135,0.1201,OH-NH2,9,11,2,sra,60.43250048,6.841794999999999
mof_unit_pretest_701,1235.129264,899.75956,0.0,0.0712899999999999,0.0589,COOH-H,2,9,19,pcu,37.23021041,7.698796000000001
mof_unit_pretest_702,1233.259199,764.4117,1047.26,0.1754,0.1704,NHMe-Me,3,4,19,pcu,18.08478651,5.816293
mof_unit_pretest_703,3042.377213,1220.54376,3555.35,0.39881,0.5987,,9,6,16,sra,28.86345065,5.70239
mof_unit_pretest_704,1572.054614,1218.8773199999998,1479.64,0.27336,0.2123,H-I,3,4,17,pcu,19.17806858,5.690835
mof_unit_pretest_705,2600.577784,2122.30738,0.0,0.0742,0.0548,SO3H-I,12,9,24,bcu,92.0667467,8.337587
mof_unit_pretest_706,1637.227081,1432.14496,561.24,0.11765,0.081,Br-OEt,9,12,22,sra,31.99679246,6.555062
mof_unit_pretest_707,3137.191805,1792.4022,0.0,0.186,0.1961,Ph-HCO,12,9,13,bcu,32.26906303,6.769842
mof_unit_pretest_708,1668.628577,1058.50282,1249.7,0.21005,0.1994,NH2-HCO,3,13,22,pcu,26.0011143,6.545838
mof_unit_pretest_709,945.578288,611.33052,1625.32,0.25745,0.2398,OH,2,1,5,pcu,16.10313784,5.540589
mof_unit_pretest_710,1724.695184,963.39032,1945.21,0.2686699999999999,0.2897,H-OH,3,16,22,pcu,22.51340729,5.5785800000000005
mof_unit_pretest_711,1751.131729,1061.68024,1738.97,0.23365,0.2321,COOH-OMe,2,12,26,pcu,11.60753241,5.490328
mof_unit_pretest_712,2451.988428,1032.86708,3277.5,0.39041,0.5581,NHMe-HCO,2,14,28,pcu,11.12829694,4.760243
mof_unit_pretest_713,2228.997427,2028.752725,0.0,0.03129,0.0207,F-COOH,9,16,18,sra,57.02813629,7.242274
mof_unit_pretest_714,3248.867581,1920.642256,1500.59,0.28679,0.2921,NO2,10,49,54,etb,24.36679553,6.550253
mof_unit_pretest_715,3175.1678100000004,1180.11892,3257.81,0.3859,0.6253,HCO-OPr,2,7,15,pcu,10.10314003,5.108949
mof_unit_pretest_716,4440.107761,1899.34524,2847.47,0.36495,0.5138,NO2-Et,12,13,17,bcu,13.58953601,5.607965
mof_unit_pretest_717,1892.486969,1489.14154,0.0,0.1069799999999999,0.0819,Br-COOH,9,11,16,sra,132.75907809999998,8.20214
mof_unit_pretest_718,2794.51469,1616.80964,1280.95,0.1843,0.1918,HCO-Me,9,10,28,sra,49.60484246,7.985014
mof_unit_pretest_719,1777.429382,927.68376,2391.51,0.3162,0.3648,HCO-OMe,2,1,8,pcu,26.34463402,5.645974
mof_unit_pretest_720,1598.14365,1405.76912,0.0,0.04358,0.0298,HCO-NHMe,9,12,18,sra,23.3157445,7.245655
mof_unit_pretest_721,1507.264142,864.3996599999999,1580.36,0.24229,0.2544,CN-H,3,14,18,pcu,20.54224542,6.220162999999999
mof_unit_pretest_722,5459.93114,3239.9184,1605.41,0.24233,0.2459,HCO,12,24,24,bcu,35.60313115,6.490839
mof_unit_pretest_723,3914.904124,3889.8812,0.0,0.0,0.0,NO2-SO3H,4,1,24,acs,43.36284129999999,7.585495
mof_unit_pretest_724,1952.971295,935.6594,2364.56,0.34519,0.4339,OH-HCO,2,13,16,pcu,12.51132181,5.312553
mof_unit_pretest_725,1429.021982,751.23564,2307.56,0.30654,0.3512,HCO-OMe,3,14,21,pcu,12.08884307,5.5707260000000005
mof_unit_pretest_726,8702.76131,5921.3604,1003.09,0.19112,0.1692,NO2-Pr,1,15,22,pcu,44.45576324,6.416713
mof_unit_pretest_727,2320.942861,1582.59592,0.0,0.1195,0.1055,Ph-OH,3,11,11,pcu,32.73065117,6.4739
mof_unit_pretest_728,2237.807284,1459.27696,0.0,0.16862,0.1557,OEt,2,14,14,pcu,39.94811623,7.156699000000001
mof_unit_pretest_729,3197.646827,1092.010773,3716.67,0.4318899999999999,0.7616,F-NHMe,2,3,5,pcu,9.929167603,5.037177
mof_unit_pretest_730,2184.345006,1401.41592,1476.51,0.32656,0.3065,OEt-I,2,17,24,pcu,17.96432102,5.767014
mof_unit_pretest_731,3494.451857,1523.42514,2745.79,0.32537,0.4495,Cl-Pr,9,6,18,sra,38.11614443,6.230581
mof_unit_pretest_732,4320.647127,2068.53768,2381.63,0.33336,0.4193,H-Et,1,14,24,pcu,11.80316432,5.604813
mof_unit_pretest_733,3929.940076,3093.74112,500.47,0.10783,0.0825,HCO,4,4,11,acs,67.51080792,8.17277
mof_unit_pretest_734,2232.249021,903.5998,2722.62,0.39294,0.5846,Et,3,17,22,pcu,11.0527217,5.143118
mof_unit_pretest_735,2011.342297,987.82492,2590.31,0.31309,0.3839,NH2-OH,2,18,24,pcu,14.90815654,5.790516
mof_unit_pretest_736,2365.350113,1309.9433800000002,1516.34,0.23456,0.2551,Pr-SO3H,3,16,17,pcu,23.17842178,6.886497
mof_unit_pretest_737,3961.660609000001,3129.33184,516.95,0.10958,0.0835,H-OH,4,11,15,acs,65.11644457,7.764939
mof_unit_pretest_738,2431.939325,1405.97794,1025.95,0.15224,0.1586,HCO-OPr,3,13,23,pcu,50.54465667,6.242936
mof_unit_pretest_739,1513.642404,1060.50452,1288.43,0.22296,0.1916,Br-Cl,3,14,18,pcu,27.9051385,6.342596
mof_unit_pretest_740,1568.872029,816.95168,2389.25,0.34444,0.3983,Cl-OH,3,1,2,pcu,10.28022649,5.084385
mof_unit_pretest_741,4297.166383,1461.04092,4421.84,0.4784899999999999,0.8475,NO2,12,13,17,bcu,9.839586381,5.17224
mof_unit_pretest_742,3918.249514,1363.12742,3908.86,0.46305,0.8016,Br-Et,2,16,29,pcu,8.350634842,4.932437999999999
mof_unit_pretest_743,10451.78938,4312.4976,2882.31,0.42585,0.6215,NO2,12,17,18,bcu,18.52795293,5.446577
mof_unit_pretest_744,5289.952292,4617.39896,852.82,0.19322,0.1333,Br-OMe,12,4,11,bcu,24.03003797,5.957546
mof_unit_pretest_745,3082.02625,1584.19008,1748.34,0.25772,0.3019,HCO,12,9,13,bcu,31.46132818,6.045453
mof_unit_pretest_746,3091.7766300000003,1420.7754,2652.15,0.30003,0.3932,OMe-Me,9,16,25,sra,36.43809128,6.433146
mof_unit_pretest_747,3902.874373,3709.719744,123.2,0.07848,0.0497,F-SO3H,4,1,4,acs,81.29269461,8.067143
mof_unit_pretest_748,4005.412413000001,2725.8512,1079.25,0.2159,0.191,SO3H-H,9,7,23,sra,32.34749407,6.293625
mof_unit_pretest_749,3738.287472,1386.2928,2521.78,0.34555,0.5612,OEt-Pr,3,3,4,pcu,15.87229919,5.068614
mof_unit_pretest_750,1646.025207,885.41404,1892.59,0.2799,0.3134,Me-NO2,3,13,15,pcu,22.46583288,5.659522
mof_unit_pretest_751,2808.796457,1450.58432,1785.14,0.22368,0.2608,Et-NHMe,2,24,29,pcu,18.73917319,5.404005000000001
mof_unit_pretest_752,1111.413988,667.61216,1454.46,0.1993,0.1998,H,2,14,22,pcu,32.78511757,6.745680999999999
mof_unit_pretest_753,2230.5762010000003,1444.69426,1349.85,0.22565,0.2098,HCO-OPr,4,1,19,acs,19.37441696,6.025603
mof_unit_pretest_754,1345.558545,801.48948,1546.62,0.27118,0.2742,NO2-Cl,2,4,16,pcu,27.8955769,5.897667
mof_unit_pretest_755,705.818997,615.85774,476.53,0.10654,0.0735,Cl-COOH,3,10,11,pcu,65.00564255,7.308122
mof_unit_pretest_756,6432.578092,3544.1227200000003,1812.56,0.32889,0.3595,COOH-HCO,2,17,17,pcu,18.72833474,5.324024
mof_unit_pretest_757,2373.84364,1969.32126,718.19,0.15997,0.1161,OPr-I,3,18,24,pcu,24.9408955,5.822549
mof_unit_pretest_758,1968.933693,1203.87236,1073.18,0.17339,0.1708,Ph-H,3,24,27,pcu,33.71950847,6.899797
mof_unit_pretest_759,1123.072916,819.39418,0.0,0.05824,0.0481,Ph-OMe,3,11,24,pcu,28.28115616,7.233022
mof_unit_pretest_760,4367.81885,1740.846106,3419.95,0.42212,0.6378,NH2-F,9,18,27,sra,27.49975106,5.884679
mof_unit_pretest_761,7911.210197,4691.91928,907.04,0.14639,0.1486,Pr-COOH,4,2,17,acs,39.01257366,6.406697
mof_unit_pretest_762,1621.380704,1383.97051,839.34,0.18154,0.1281,I-HCO,9,1,4,sra,28.56303304,6.685735
mof_unit_pretest_763,1143.564624,586.09132,2497.49,0.32315,0.3797,NO2,3,11,14,pcu,12.01130306,5.234033999999999
mof_unit_pretest_764,696.6797280000001,533.88792,0.0,0.1609799999999999,0.1265,Cl,3,10,24,pcu,27.7052327,6.280085
mof_unit_pretest_765,1141.194127,1084.91334,0.0,0.08697,0.0551,NO2-Br,3,4,22,pcu,71.13143528,7.734972999999999
mof_unit_pretest_766,15522.281638,7474.27856,2131.74,0.41078,0.5137,Et-NO2,2,15,23,nbo,19.94345005,5.763482
mof_unit_pretest_767,1889.565186,1090.44194,1237.04,0.1769,0.1846,Me,9,11,16,sra,61.34334469,7.3057
mof_unit_pretest_768,2450.755208,2171.959056,0.0,0.06912,0.047,SO3H-Me,10,50,56,etb,60.5078379,8.457597999999999
mof_unit_pretest_769,5195.560824,3122.7418,1776.69,0.31172,0.3123,Cl-I,12,4,24,bcu,15.15120087,5.496974
mof_unit_pretest_770,670.112177,489.38296,0.0,0.1188,0.098,Me,2,10,24,pcu,13.25088607,6.761194000000001
mof_unit_pretest_771,1429.910885,853.6468,1977.33,0.31337,0.3161,SO3H,2,1,21,pcu,20.4178105,5.378108
mof_unit_pretest_772,1127.646934,631.4924,1726.31,0.23163,0.2491,OMe,2,1,11,pcu,23.73941202,6.657775
mof_unit_pretest_773,2396.466698,1163.529213,2661.68,0.3441,0.4268,SO3H-F,3,24,28,pcu,10.04999287,4.967927
mof_unit_pretest_774,1122.268942,695.162726,1412.57,0.2294199999999999,0.223,F-COOH,3,1,22,pcu,17.21572417,5.534904
mof_unit_pretest_775,1165.252815,839.3807400000001,0.0,0.07994,0.0668,OMe-OEt,3,11,14,pcu,24.26733118,7.512758
mof_unit_pretest_776,1818.673259,1571.93796,0.0,0.13088,0.0912,I,9,2,19,sra,48.47052187,7.519233
mof_unit_pretest_777,1588.7366,814.78448,1823.35,0.2395,0.2812,OPr-NHMe,2,11,17,pcu,19.24456293,5.729248
mof_unit_pretest_778,1617.168368,867.5463599999999,1710.86,0.20681,0.2322,Et-Cl,2,12,25,pcu,16.45815147,6.060378
mof_unit_pretest_779,1537.442966,824.78084,1624.19,0.2526,0.2836,OPr-NHMe,2,4,18,pcu,27.00368375,6.543682
mof_unit_pretest_780,2970.232643,1308.8808,2819.39,0.3190699999999999,0.436,OMe-NHMe,3,11,29,pcu,14.70181824,5.43552
mof_unit_pretest_781,1684.1963449999998,935.7458,2005.6,0.27636,0.2995,SO3H-OH,2,11,23,pcu,16.06464121,5.552933
mof_unit_pretest_782,1107.456501,751.5596400000001,1037.18,0.1723,0.1529,NO2,2,14,24,pcu,29.64223828,7.088544000000001
mof_unit_pretest_783,2870.8097390000003,1179.9515199999998,3141.43,0.40385,0.5917,HCO-OH,2,4,29,pcu,14.16289863,5.633506
mof_unit_pretest_784,2523.34799,1219.3734,2434.84,0.41473,0.5168,Br-SO3H,3,13,26,pcu,15.81375136,5.895968
mof_unit_pretest_785,1591.948846,949.99048,0.0,0.09822,0.0991,Me-Ph,2,12,25,pcu,34.46751089,7.33966
mof_unit_pretest_786,1344.458302,803.621246,1384.66,0.21738,0.219,OMe-F,2,12,16,pcu,24.61110844,6.05386
mof_unit_pretest_787,2296.1083350000004,1343.9568,1977.6,0.3085699999999999,0.3175,Br,9,2,11,sra,16.10878982,5.114219
mof_unit_pretest_788,1106.23065,675.18288,1530.4,0.25683,0.2534,SO3H,3,1,12,pcu,30.54886735,6.0335730000000005
mof_unit_pretest_789,6206.868076,2928.63088,0.0,0.15836,0.2021,OPr-H,3,2,2,pcu,17.40043939,6.676535
mof_unit_pretest_790,1750.997706,641.21112,3772.68,0.45746,0.7523,H,3,1,26,pcu,8.158936493999999,4.885154
mof_unit_pretest_791,1155.318366,1003.39246,0.0,0.11685,0.081,I-HCO,2,9,11,pcu,49.05737243,7.230105
mof_unit_pretest_792,2617.8310850000003,1309.87374,2260.69,0.29921,0.3601,COOH,12,4,22,bcu,21.29891614,6.40847
mof_unit_pretest_793,2324.55821,1388.09252,1633.51,0.26436,0.2666,Cl-Pr,9,2,11,sra,16.99474347,5.405616
mof_unit_pretest_794,2933.875321,1119.6219199999998,3413.14,0.43466,0.6859,OH,3,14,29,pcu,12.13723268,4.672278
mof_unit_pretest_795,1354.208377,1236.61136,0.0,0.11605,0.0765,Cl-Br,9,5,24,sra,21.15141087,6.750732000000001
mof_unit_pretest_796,1905.586488,988.56278,2537.64,0.33621,0.3903,COOH-Br,2,16,21,pcu,12.57039983,5.622184
mof_unit_pretest_797,1658.934459,774.27228,2956.94,0.35189,0.454,NO2-OH,3,14,25,pcu,17.42999631,5.372584
mof_unit_pretest_798,1166.53682,885.4684599999999,676.54,0.13716,0.1088,OH-COOH,2,11,14,pcu,18.25080644,6.297985
mof_unit_pretest_799,1629.339021,673.6598,3348.72,0.33518,0.4882,Me-Pr,2,12,25,pcu,10.19018932,5.168922
mof_unit_pretest_800,1949.264395,1308.64105,1029.03,0.18558,0.1665,F-Me,4,11,22,acs,31.42393473,6.090573
mof_unit_pretest_801,3244.054433,1812.83426,1402.46,0.2442099999999999,0.2632,I-OPr,9,16,26,sra,50.57929075,5.788895
mof_unit_pretest_802,1636.3882,889.7202800000001,1783.32,0.25472,0.2821,OMe-SO3H,2,1,25,pcu,14.01512373,5.477515
mof_unit_pretest_803,2940.160072,993.8741,4462.08,0.46638,0.8309,Pr,2,11,29,pcu,8.082624947000001,4.658492
mof_unit_pretest_804,5065.245905,2434.33272,1911.44,0.30882,0.387,Me-OEt,3,9,9,nbo,10.27583068,5.313097
mof_unit_pretest_805,1622.487353,1248.50618,352.89,0.0992,0.0776,COOH-OEt,9,4,24,sra,26.63027008,6.624903999999999
mof_unit_pretest_806,4283.314366,2434.72792,0.0,0.24431,0.2588,OMe-H,1,9,24,pcu,26.24510838,6.247939
mof_unit_pretest_807,1144.975867,709.61084,897.03,0.14587,0.1417,HCO-NHMe,2,11,14,pcu,28.37091922,6.645600999999999
mof_unit_pretest_808,1272.027235,683.5272,1889.24,0.26997,0.3026,NO2-Et,2,12,13,pcu,18.81273801,5.788273
mof_unit_pretest_809,1115.669194,628.53636,1712.7,0.25972,0.2776,NH2,2,4,4,pcu,16.02989068,5.812192
mof_unit_pretest_810,1141.198945,954.86252,0.0,0.113,0.0813,Br-OPr,3,12,22,pcu,26.2576849,6.550194
mof_unit_pretest_811,3974.399827,3120.93716,854.51,0.17574,0.1348,I,4,11,15,acs,45.46015949,6.859235000000001
mof_unit_pretest_812,5755.185098,2098.89144,3124.56,0.42294,0.6984,NO2-OPr,2,17,29,pcu,14.71146487,5.569587
mof_unit_pretest_813,1639.626358,857.68158,1935.05,0.25493,0.2935,HCO-CN,2,4,23,pcu,17.11110832,5.749726
mof_unit_pretest_814,3350.999969,1309.59708,3165.16,0.44791,0.6902,HCO-H,3,17,25,pcu,15.97593946,5.445509
mof_unit_pretest_815,1608.9528779999998,1104.46852,0.0,0.11815,0.1037,Pr,9,5,16,sra,97.56335547,8.251600999999999
mof_unit_pretest_816,2918.459057,1684.25788,1698.11,0.22991,0.2399,COOH-OMe,2,1,29,pcu,31.98905871,6.468734
mof_unit_pretest_817,1633.5946199999998,887.87496,1107.34,0.1696599999999999,0.188,OEt-H,2,4,23,pcu,13.27024496,6.371011
mof_unit_pretest_818,3051.236214,1125.92968,3015.52,0.3940599999999999,0.6431,NH2-Et,3,2,18,pcu,7.790691725,4.95776
mof_unit_pretest_819,2470.191832,1708.1968,1326.65,0.2292,0.1996,SO3H-OH,2,1,28,pcu,47.55698094,7.471127
mof_unit_pretest_820,948.390197,912.74456,0.0,0.1010799999999999,0.0632,Br-NHMe,3,4,5,pcu,27.77502966,7.418087
mof_unit_pretest_821,3473.402569,1691.09688,1871.55,0.2358,0.2917,OPr-COOH,9,18,23,sra,38.4547826,6.880063000000001
mof_unit_pretest_822,1614.6778869999998,1114.10048,1202.62,0.22315,0.1948,Br,9,1,22,sra,12.73027829,5.230951
mof_unit_pretest_823,2265.863498,1306.341293,1633.35,0.27604,0.2883,F,3,4,4,pcu,18.056845000000003,5.501875
mof_unit_pretest_824,1537.1959539999998,956.98642,0.0,0.12849,0.1243,NHMe-Pr,2,14,18,pcu,30.17840591,7.245862
mof_unit_pretest_825,15894.84744,6111.55984,3093.04,0.38808,0.6078,Ph,2,5,28,nbo,13.40806812,5.476371
mof_unit_pretest_826,5371.448354,1901.22056,2849.26,0.45436,0.7731,Et-OH,9,27,27,sra,12.39841775,5.227811
mof_unit_pretest_827,685.342671,557.45692,0.0,0.0542799999999999,0.0402,OH-Et,2,10,14,pcu,44.03952321,8.07386
mof_unit_pretest_828,2233.9660510000003,919.7492,3632.52,0.4107699999999999,0.6008,HCO,2,18,19,pcu,9.235184982,4.852702
mof_unit_pretest_829,1215.253294,647.41052,2478.52,0.32587,0.3684,HCO-H,2,5,8,pcu,12.64214566,4.885076000000001
mof_unit_pretest_830,4224.724595000001,2007.033036,2098.88,0.40449,0.5127,Cl-H,10,43,54,etb,16.52893128,5.374382
mof_unit_pretest_831,7777.197536,4776.599279999999,0.0,0.1594799999999999,0.1564,OPr-Et,3,38,40,fof,38.72832187,6.672877000000001
mof_unit_pretest_832,3766.870697,1983.1956,2260.04,0.35515,0.4062,OH,3,38,38,fof,15.95068445,5.155147
mof_unit_pretest_833,899.624176,992.60532,703.44,0.18373,0.1003,I,3,1,10,pcu,24.42179982,5.945017
mof_unit_pretest_834,1598.721107,1404.56576,0.0,0.0,0.0,NO2-Ph,9,5,13,sra,33.71889973,8.940947999999999
mof_unit_pretest_835,1663.11337,1732.3706,908.48,0.2329,0.1346,I-HCO,3,1,25,pcu,19.06325264,5.961035
mof_unit_pretest_836,3094.5146170000003,2113.29916,1065.53,0.19195,0.1693,H-SO3H,4,13,21,acs,46.50910105,5.925648000000001
mof_unit_pretest_837,1771.651548,929.7394,1801.57,0.23929,0.2746,OPr-COOH,2,1,26,pcu,17.00138614,5.393307
mof_unit_pretest_838,1115.1477630000002,607.5156,1842.98,0.2495099999999999,0.2758,OEt,2,4,12,pcu,14.11715895,5.218729
mof_unit_pretest_839,1695.051923,1030.98698,1087.38,0.16241,0.1608,Me-CN,2,14,23,pcu,33.26427494,7.074031
mof_unit_pretest_840,4231.900899,1307.67392,3769.89,0.53986,1.0521,HCO-OH,3,18,27,pcu,11.17216706,4.941472
mof_unit_pretest_841,3085.243554,2058.951736,941.89,0.19296,0.1741,Me-CN,10,43,52,etb,19.1663143,6.396768
mof_unit_pretest_842,1567.597432,864.7221199999999,1769.12,0.25517,0.2786,NH2-NO2,2,14,17,pcu,21.40385652,5.7948830000000005
mof_unit_pretest_843,2168.006063,1328.5656,1050.53,0.16373,0.1609,CN-NHMe,9,2,20,sra,79.58493487,7.575951
mof_unit_pretest_844,4128.11671,2165.19784,2052.06,0.2953699999999999,0.3391,H-OH,4,6,17,acs,27.63830907,5.206477
mof_unit_pretest_845,1565.909252,889.6988789999999,1657.71,0.25925,0.2748,Me-F,2,4,17,pcu,13.10649667,5.8864410000000005
mof_unit_pretest_846,1950.666988,1640.85108,0.0,0.0894799999999999,0.0641,HCO-H,4,1,22,acs,88.56262772,7.762113999999999
mof_unit_pretest_847,2545.675091,1520.96392,1423.18,0.224,0.2258,COOH-NO2,12,4,9,bcu,30.37587227,6.925798
mof_unit_pretest_848,3064.692743,1294.34436,2405.95,0.28233,0.4026,OEt-OPr,2,6,13,pcu,13.53052737,5.72986
mof_unit_pretest_849,4192.104045,3180.1296,837.31,0.15123,0.1201,Cl,4,22,22,acs,46.46961233,7.827063000000001
mof_unit_pretest_850,2711.717273,1420.77232,1436.68,0.23041,0.2648,OMe-Ph,9,19,23,sra,18.60110693,5.853801
mof_unit_pretest_851,12101.967685,4780.361072,2010.25,0.48173,0.7344,NHMe,10,54,54,etb,18.67588171,5.693723
mof_unit_pretest_852,1602.64181,941.51308,1410.29,0.2090199999999999,0.2143,CN-NO2,2,12,25,pcu,25.41701905,5.483128
mof_unit_pretest_853,2062.14568,1055.55012,2465.16,0.30516,0.359,COOH,12,1,10,bcu,18.42732085,5.769108
mof_unit_pretest_854,2076.015847,1051.6906,2003.8,0.29425,0.3498,Et,12,1,10,bcu,18.47160775,5.474542
mof_unit_pretest_855,2265.860553,1956.73508,0.0,0.0,0.0,Cl-OH,3,14,14,pcu,59.88322806,6.79513
mof_unit_pretest_856,1610.022196,1250.3182,0.0,0.08966,0.0695,CN-NO2,9,5,16,sra,47.35884129,7.6547
mof_unit_pretest_857,4351.299394,2830.69876,0.0,0.18478,0.1711,COOH-NO2,1,9,15,pcu,21.68972381,5.465159
mof_unit_pretest_858,1957.179782,1519.9777,273.83,0.10939,0.0848,H-NHMe,4,4,22,acs,49.43993676,8.119739
mof_unit_pretest_859,1107.251242,617.18972,1704.4,0.25654,0.2772,H,3,4,24,pcu,15.96883391,5.402344
mof_unit_pretest_860,3885.527837,2741.31448,0.0,0.14259,0.1217,HCO,4,11,14,acs,55.19486518,7.217233999999999
mof_unit_pretest_861,5328.803926,2225.40536,2602.41,0.37972,0.5476,SO3H,9,18,28,sra,34.02804395,6.44108
mof_unit_pretest_862,2235.790696,897.74368,3547.29,0.39335,0.5899,COOH,2,16,25,pcu,11.59038594,4.979956
mof_unit_pretest_863,3447.846744,1830.69488,2349.58,0.33454,0.3794,SO3H-COOH,3,36,36,pts,14.71175391,5.589078
mof_unit_pretest_864,1906.385787,762.66994,3615.53,0.38803,0.5841,NHMe,2,16,21,pcu,10.31853888,4.953215
mof_unit_pretest_865,5195.013745,3606.16296,0.0,0.19869,0.1724,SO3H-Cl,12,1,24,bcu,40.47966299,7.097629
